district,year,age_range,spanish_men,spanish_women,spanish_total,foreign_total,total,spanish_men_ref,spanish_women_ref,spanish_total_ref,foreign_total_ref,total_ref,spanish_men_ratio,spanish_women_ratio,spanish_total_ratio,foreign_total_ratio,total_ratio
Chamartín,2015,40-64,20096,24297,44393,4202,48595,18295,23452,41747,4253,46000,1.0984421973216727,1.0360310421286032,1.0633817998898125,0.9880084646132142,1.0564130434782608
Chamartín,2016,40-64,20369,24588,44957,4204,49161,18295,23452,41747,4253,46000,1.1133643071877561,1.0484393655125361,1.0768917527007928,0.9884787209028921,1.0687173913043477
Chamartín,2017,40-64,20542,24641,45183,4314,49497,18295,23452,41747,4253,46000,1.122820442743919,1.0506993006993006,1.0823053153520013,1.0143428168351751,1.0760217391304348
Chamartín,2004,65-84,9556,14997,24553,741,25294,9556,14997,24553,741,25294,1.0,1.0,1.0,1.0,1.0
Chamartín,2005,65-84,9385,14833,24218,819,25037,9556,14997,24553,741,25294,0.9821054834658853,0.9890644795625791,0.9863560461043457,1.105263157894737,0.9898394876255239
Chamartín,2006,65-84,9498,14996,24494,878,25372,9556,14997,24553,741,25294,0.993930514859774,0.9999333199973328,0.9975970349855415,1.1848852901484481,1.0030837352731874
Chamartín,2007,65-84,9629,15198,24827,711,25538,9556,14997,24553,741,25294,1.007639179573043,1.0134026805361072,1.0111595324400278,0.9595141700404858,1.0096465564956116
Chamartín,2008,65-84,9635,15184,24819,704,25523,9556,14997,24553,741,25294,1.0082670573461698,1.0124691604987663,1.0108337066753554,0.9500674763832658,1.0090535304815371
Chamartín,2009,65-84,9637,15215,24852,726,25578,9556,14997,24553,741,25294,1.0084763499372122,1.0145362405814495,1.0121777379546288,0.979757085020243,1.0112279591998101
Chamartín,2010,65-84,9701,15337,25038,760,25798,9556,14997,24553,741,25294,1.0151737128505651,1.022671200906848,1.0197531869832608,1.0256410256410255,1.0199256740729026
Chamartín,2011,65-84,9814,15434,25248,792,26040,9556,14997,24553,741,25294,1.0269987442444537,1.0291391611655665,1.0283061133059097,1.0688259109311742,1.0294931604333044
Chamartín,2012,65-84,9866,15422,25288,723,26011,9556,14997,24553,741,25294,1.032440351611553,1.02833900113356,1.0299352421292713,0.9757085020242915,1.0283466434727604
Chamartín,2013,65-84,9990,15430,25420,719,26139,9556,14997,24553,741,25294,1.0454164922561742,1.0288724411548977,1.035311367246365,0.970310391363023,1.033407132126196
Chamartín,2014,65-84,10054,15498,25552,696,26248,9556,14997,24553,741,25294,1.052113855169527,1.0334066813362672,1.0406874923634586,0.9392712550607287,1.0377164544951372
Chamartín,2015,65-84,10113,15632,25745,698,26443,9556,14997,24553,741,25294,1.0582879866052741,1.042341801693672,1.048548038936179,0.941970310391363,1.0454257926781054
Chamartín,2016,65-84,10169,15632,25801,706,26507,9556,14997,24553,741,25294,1.064148179154458,1.042341801693672,1.0508288192888853,0.9527665317139001,1.0479560370048233
Chamartín,2017,65-84,10262,15638,25900,745,26645,9556,14997,24553,741,25294,1.0738802846379238,1.0427418817096752,1.0548609131267055,1.0053981106612686,1.0534118763343086
Chamartín,2004,85-100,1072,2741,3813,137,3950,1072,2741,3813,137,3950,1.0,1.0,1.0,1.0,1.0
Chamartín,2005,85-100,1093,2830,3923,147,4070,1072,2741,3813,137,3950,1.0195895522388059,1.0324699014958045,1.02884867558353,1.072992700729927,1.030379746835443
Chamartín,2006,85-100,1123,2906,4029,154,4183,1072,2741,3813,137,3950,1.0475746268656716,1.060197008391098,1.056648308418568,1.1240875912408759,1.0589873417721518
Chamartín,2007,85-100,1310,3225,4535,121,4656,1072,2741,3813,137,3950,1.2220149253731343,1.1765778912805545,1.1893522161028063,0.8832116788321168,1.1787341772151898
Chamartín,2008,85-100,1334,3246,4580,107,4687,1072,2741,3813,137,3950,1.2444029850746268,1.1842393287121489,1.2011539470233412,0.781021897810219,1.1865822784810127
Chamartín,2009,85-100,1464,3407,4871,113,4984,1072,2741,3813,137,3950,1.3656716417910448,1.2429770156877051,1.2774718069761344,0.8248175182481752,1.2617721518987342
Chamartín,2010,85-100,1586,3557,5143,122,5265,1072,2741,3813,137,3950,1.4794776119402986,1.2977015687705218,1.3488067138735904,0.8905109489051095,1.3329113924050633
Chamartín,2011,85-100,1674,3750,5424,117,5541,1072,2741,3813,137,3950,1.5615671641791045,1.3681138270704123,1.4225019669551535,0.8540145985401459,1.4027848101265823
Chamartín,2012,85-100,1733,3928,5661,108,5769,1072,2741,3813,137,3950,1.6166044776119404,1.4330536300620211,1.4846577498033044,0.7883211678832117,1.460506329113924
Chamartín,2013,85-100,1761,4089,5850,114,5964,1072,2741,3813,137,3950,1.642723880597015,1.4917913170375776,1.5342250196695515,0.8321167883211679,1.509873417721519
Chamartín,2014,85-100,1822,4277,6099,118,6217,1072,2741,3813,137,3950,1.6996268656716418,1.5603794235680408,1.5995279307631787,0.8613138686131386,1.5739240506329113
Chamartín,2015,85-100,1869,4444,6313,110,6423,1072,2741,3813,137,3950,1.7434701492537314,1.6213060926669098,1.6556517178075008,0.8029197080291971,1.6260759493670887
Chamartín,2016,85-100,1957,4585,6542,118,6660,1072,2741,3813,137,3950,1.8255597014925373,1.6727471725647574,1.7157094151586678,0.8613138686131386,1.6860759493670887
Chamartín,2017,85-100,2012,4707,6719,117,6836,1072,2741,3813,137,3950,1.876865671641791,1.7172564757387814,1.7621295567794388,0.8540145985401459,1.730632911392405
Chamartín,2004,Total,57772,70010,127782,15869,143651,57772,70010,127782,15869,143651,1.0,1.0,1.0,1.0,1.0
Chamartín,2005,Total,57090,69076,126166,17246,143412,57772,70010,127782,15869,143651,0.9881949733434882,0.9866590487073276,0.9873534613638854,1.08677295355725,0.9983362454838463
Chamartín,2006,Total,56651,68498,125149,18714,143863,57772,70010,127782,15869,143651,0.9805961365367306,0.9784030852735324,0.9793945939177662,1.1792803579305564,1.00147579898504
Chamartín,2007,Total,57737,69431,127168,16543,143711,57772,70010,127782,15869,143651,0.9993941701862494,0.9917297528924439,0.9951949413845456,1.0424727456046379,1.0004176789580301
Chamartín,2008,Total,58297,70044,128341,17123,145464,57772,70010,127782,15869,143651,1.009087447206259,1.0004856449078703,1.0043746380554381,1.0790219925641187,1.01262086584848
Chamartín,2009,Total,58662,70424,129086,17836,146922,57772,70010,127782,15869,143651,1.0154053866925155,1.005913440937009,1.0102048801865677,1.1239523599470667,1.0227704645286144
Chamartín,2010,Total,58703,70451,129154,17754,146908,57772,70010,127782,15869,143651,1.0161150730457662,1.006299100128553,1.0107370365153152,1.1187850526183125,1.0226730061050742
Chamartín,2011,Total,58940,70700,129640,17574,147214,57772,70010,127782,15869,143651,1.0202174063560203,1.009855734895015,1.0145403891001863,1.1074421828722667,1.0248031687910282
Chamartín,2012,Total,59072,70842,129914,15805,145719,57772,70010,127782,15869,143651,1.0225022502250225,1.0118840165690615,1.0166846660719038,0.9959669796458503,1.0143960014201086
Chamartín,2013,Total,59156,70792,129948,15193,145141,57772,70010,127782,15869,143651,1.023956241778024,1.011169832881017,1.0169507442362775,0.9574012225092948,1.010372360791084
Chamartín,2014,Total,58713,70691,129404,13720,143124,57772,70010,127782,15869,143651,1.0162881672782662,1.009727181831167,1.0126934936062981,0.8645787384208204,0.9963313864853012
Chamartín,2015,Total,58494,70793,129287,12451,141738,57772,70010,127782,15869,143651,1.0124974035865124,1.011184116554778,1.0117778716877182,0.784611506711198,0.986683002554803
Chamartín,2016,Total,59086,71373,130459,12610,143069,57772,70010,127782,15869,143651,1.0227445821505228,1.0194686473360948,1.0209497425302467,0.7946310416535384,0.9959485141071068
Chamartín,2017,Total,59449,71600,131049,12767,143816,57772,70010,127782,15869,143651,1.0290279027902791,1.0227110412798173,1.0255669812649668,0.8045245447098116,1.0011486171345831
Chamberí,2004,0-24,8128,8169,16297,4063,20360,8128,8169,16297,4063,20360,1.0,1.0,1.0,1.0,1.0
Chamberí,2005,0-24,7764,7785,15549,3904,19453,8128,8169,16297,4063,20360,0.9552165354330708,0.9529930224017628,0.95410198195987,0.9608663549101649,0.9554518664047151
Chamberí,2006,0-24,7467,7473,14940,3902,18842,8128,8169,16297,4063,20360,0.9186761811023622,0.914799853103195,0.9167331410689084,0.9603741078021166,0.925442043222004
Chamberí,2007,0-24,7083,7044,14127,3088,17215,8128,8169,16297,4063,20360,0.8714320866141733,0.8622842453176643,0.866846658894275,0.7600295348264829,0.8455304518664047
Chamberí,2008,0-24,7069,7020,14089,3387,17476,8128,8169,16297,4063,20360,0.8697096456692913,0.8593463092177746,0.8645149414002578,0.8336204774796948,0.8583497053045187
Chamberí,2009,0-24,6911,6915,13826,3287,17113,8128,8169,16297,4063,20360,0.8502706692913385,0.8464928387807565,0.8483770019021906,0.8090081220772828,0.8405206286836935
Chamberí,2010,0-24,6846,6747,13593,2915,16508,8128,8169,16297,4063,20360,0.8422736220472441,0.8259272860815278,0.8340798920046635,0.7174501599803101,0.8108055009823183
Chamberí,2011,0-24,6743,6663,13406,2581,15987,8128,8169,16297,4063,20360,0.8296013779527559,0.8156445097319134,0.822605387494631,0.635244892936254,0.7852161100196464
Chamberí,2012,0-24,6697,6573,13270,2263,15533,8128,8169,16297,4063,20360,0.8239419291338582,0.8046272493573264,0.8142602933055163,0.5569776027565838,0.762917485265226
Chamberí,2013,0-24,6738,6630,13368,2443,15811,8128,8169,16297,4063,20360,0.828986220472441,0.8116048475945649,0.8202736700006136,0.6012798424809255,0.7765717092337917
Chamberí,2014,0-24,6645,6464,13109,2384,15493,8128,8169,16297,4063,20360,0.8175442913385826,0.7912841229036601,0.8043811744492851,0.5867585527935023,0.7609528487229863
Chamberí,2015,0-24,6654,6526,13180,2193,15373,8128,8169,16297,4063,20360,0.8186515748031497,0.7988737911617089,0.8087378045038964,0.5397489539748954,0.7550589390962672
Chamberí,2016,0-24,6760,6685,13445,2108,15553,8128,8169,16297,4063,20360,0.8316929133858267,0.818337617823479,0.8249984659753329,0.5188284518828452,0.7638998035363458
Chamberí,2017,0-24,6771,6704,13475,1996,15471,8128,8169,16297,4063,20360,0.8330462598425197,0.8206634839025585,0.8268392955758729,0.49126261383214376,0.7598722986247545
Chamberí,2004,25-39,14379,15120,29499,9959,39458,14379,15120,29499,9959,39458,1.0,1.0,1.0,1.0,1.0
Chamberí,2005,25-39,14199,14925,29124,10835,39959,14379,15120,29499,9959,39458,0.9874817442103067,0.9871031746031746,0.9872877046679548,1.0879606386183351,1.0126970449591972
Chamberí,2006,25-39,13787,14370,28157,11772,39929,14379,15120,29499,9959,39458,0.9588288476250086,0.9503968253968254,0.9545069324383877,1.1820463901998193,1.0119367428658321
Chamberí,2007,25-39,13027,13628,26655,9808,36463,14379,15120,29499,9959,39458,0.9059739898463036,0.9013227513227513,0.9035899522017695,0.9848378351240085,0.9240965076790512
Chamberí,2008,25-39,13175,13925,27100,10066,37166,14379,15120,29499,9959,39458,0.9162667779400515,0.9209656084656085,0.9186752093291298,1.0107440506074907,0.9419129200669066
Chamberí,2009,25-39,13041,13988,27029,10350,37379,14379,15120,29499,9959,39458,0.9069476319632798,0.9251322751322751,0.9162683480795959,1.0392609699769053,0.9473110649297988
Chamberí,2010,25-39,12931,14077,27008,10211,37219,14379,15120,29499,9959,39458,0.8992975867584672,0.9310185185185185,0.9155564595410014,1.0253037453559595,0.9432561204318516
Chamberí,2011,25-39,12975,14066,27041,10007,37048,14379,15120,29499,9959,39458,0.9023576048403923,0.9302910052910053,0.9166751415302213,1.0048197610201828,0.9389223984996705
Chamberí,2012,25-39,12896,14027,26923,8779,35702,14379,15120,29499,9959,39458,0.8968634814660268,0.9277116402116402,0.9126750059324045,0.8815142082538407,0.9048101779106899
Chamberí,2013,25-39,12821,14032,26853,8482,35335,14379,15120,29499,9959,39458,0.8916475415536547,0.928042328042328,0.9103020441370894,0.85169193694146,0.8955091489685235
Chamberí,2014,25-39,12538,13747,26285,7619,33904,14379,15120,29499,9959,39458,0.8719660616176368,0.9091931216931217,0.8910471541408184,0.765036650266091,0.8592427391150084
Chamberí,2015,25-39,12472,13695,26167,6829,32996,14379,15120,29499,9959,39458,0.8673760344947493,0.9057539682539683,0.8870470185430015,0.6857114168089166,0.8362309290891581
Chamberí,2016,25-39,12552,13656,26208,6588,32796,14379,15120,29499,9959,39458,0.8729397037346129,0.9031746031746032,0.8884368961659718,0.6615122000200824,0.8311622484667242
Chamberí,2017,25-39,12531,13576,26107,6583,32690,14379,15120,29499,9959,39458,0.8714792405591487,0.8978835978835978,0.8850130512898743,0.66101014158048,0.8284758477368341
Chamberí,2004,40-64,18278,24104,42382,4968,47350,18278,24104,42382,4968,47350,1.0,1.0,1.0,1.0,1.0
Chamberí,2005,40-64,18736,24288,43024,5683,48707,18278,24104,42382,4968,47350,1.0250574461100777,1.0076335877862594,1.0151479401632768,1.1439210950080516,1.0286589229144667
Chamberí,2006,40-64,18701,24165,42866,6429,49295,18278,24104,42382,4968,47350,1.0231425757741548,1.0025307002987056,1.0114199424283894,1.2940821256038648,1.041077085533263
Chamberí,2007,40-64,18488,23974,42462,5631,48093,18278,24104,42382,4968,47350,1.0114892220155378,0.994606704281447,1.0018875937898164,1.1334541062801933,1.0156916578669481
Chamberí,2008,40-64,18656,23969,42625,5619,48244,18278,24104,42382,4968,47350,1.020680599627968,0.9943992698307335,1.0057335661365674,1.1310386473429952,1.0188806758183737
Chamberí,2009,40-64,18692,23961,42653,5838,48491,18278,24104,42382,4968,47350,1.0226501805449173,0.9940673747095917,1.0063942239630033,1.1751207729468598,1.0240971488912354
Chamberí,2010,40-64,18698,23798,42496,5950,48446,18278,24104,42382,4968,47350,1.0229784440310756,0.9873050116163292,1.0026898211504884,1.1976650563607085,1.0231467793030622
Chamberí,2011,40-64,18687,23651,42338,5990,48328,18278,24104,42382,4968,47350,1.0223766276397854,0.9812064387653502,0.9989618234156009,1.2057165861513688,1.0206546990496304
Chamberí,2012,40-64,18674,23604,42278,5290,47568,18278,24104,42382,4968,47350,1.0216653900864427,0.9792565549286425,0.9975461280732386,1.0648148148148149,1.0046040126715945
Chamberí,2013,40-64,18764,23601,42365,4974,47339,18278,24104,42382,4968,47350,1.0265893423788162,0.9791320942582145,0.999598886319664,1.001207729468599,0.9997676874340021
Chamberí,2014,40-64,18728,23248,41976,4560,46536,18278,24104,42382,4968,47350,1.0246197614618666,0.964487222037836,0.9904204615166816,0.9178743961352657,0.9828088701161563
Chamberí,2015,40-64,18633,23258,41891,4289,46180,18278,24104,42382,4968,47350,1.0194222562643616,0.9649020909392632,0.9884148931150016,0.8633252818035426,0.9752903907074973
Chamberí,2016,40-64,18780,23375,42155,4313,46468,18278,24104,42382,4968,47350,1.027464711675238,0.9697560570859608,0.9946439526213958,0.8681561996779388,0.9813727560718057
Chamberí,2017,40-64,18799,23248,42047,4322,46369,18278,24104,42382,4968,47350,1.028504212714739,0.964487222037836,0.9920957010051437,0.8699677938808373,0.9792819429778247
Chamberí,2004,65-84,9927,18458,28385,611,28996,9927,18458,28385,611,28996,1.0,1.0,1.0,1.0,1.0
Chamberí,2005,65-84,9592,17915,27507,647,28154,9927,18458,28385,611,28996,0.9662536516570968,0.9705818615234587,0.9690681698079971,1.0589198036006546,0.9709615119326803
Chamberí,2006,65-84,9620,17658,27278,712,27990,9927,18458,28385,611,28996,0.9690742419663544,0.9566583595189078,0.961000528448124,1.165302782324059,0.9653055593875017
Chamberí,2007,65-84,9524,17167,26691,568,27259,9927,18458,28385,611,28996,0.9594036466203284,0.9300574276736374,0.9403205918618989,0.9296235679214403,0.9400951855428334
Chamberí,2008,65-84,9435,16968,26403,550,26953,9927,18458,28385,611,28996,0.9504381988516168,0.9192761946039658,0.930174387880923,0.900163666121113,0.9295420057939026
Chamberí,2009,65-84,9430,16774,26204,531,26735,9927,18458,28385,611,28996,0.949934522010678,0.9087658467873009,0.9231636427690681,0.8690671031096563,0.9220237274106773
Chamberí,2010,65-84,9413,16640,26053,545,26598,9927,18458,28385,611,28996,0.9482220207514859,0.901506122006718,0.9178439316540427,0.8919803600654664,0.917298937784522
Chamberí,2011,65-84,9425,16526,25951,569,26520,9927,18458,28385,611,28996,0.9494308451697391,0.8953299382381623,0.9142504844107804,0.9312602291325696,0.9146089115740103
Chamberí,2012,65-84,9429,16321,25750,534,26284,9927,18458,28385,611,28996,0.9498337866424902,0.8842236428648824,0.9071692795490576,0.8739770867430442,0.9064698579114361
Chamberí,2013,65-84,9498,16215,25713,524,26237,9927,18458,28385,611,28996,0.9567845270474463,0.8784808755011377,0.9058657741765017,0.8576104746317512,0.9048489446820251
Chamberí,2014,65-84,9554,16112,25666,503,26169,9927,18458,28385,611,28996,0.9624257076659615,0.8729006392891971,0.9042099700546063,0.823240589198036,0.9025037936267072
Chamberí,2015,65-84,9588,16013,25601,508,26109,9927,18458,28385,611,28996,0.9658507101843458,0.8675371112796619,0.9019200281838999,0.8314238952536824,0.9004345426955442
Chamberí,2016,65-84,9632,15843,25475,532,26007,9927,18458,28385,611,28996,0.9702830663846076,0.8583270126774298,0.897481063942223,0.8707037643207856,0.8969168161125672
Chamberí,2017,65-84,9679,15791,25470,577,26047,9927,18458,28385,611,28996,0.9750176286894329,0.8555098060461589,0.8973049145675532,0.9443535188216039,0.8982963167333425
Chamberí,2004,85-100,1607,4801,6408,112,6520,1607,4801,6408,112,6520,1.0,1.0,1.0,1.0,1.0
Chamberí,2005,85-100,1594,4705,6299,113,6412,1607,4801,6408,112,6520,0.9919103920348475,0.9800041657987919,0.9829900124843945,1.0089285714285714,0.9834355828220859
Chamberí,2006,85-100,1532,4738,6270,115,6385,1607,4801,6408,112,6520,0.9533291848164281,0.9868777338054572,0.9784644194756554,1.0267857142857142,0.9792944785276073
Chamberí,2007,85-100,1645,5070,6715,97,6812,1607,4801,6408,112,6520,1.0236465463596764,1.0560299937513018,1.0479088639201,0.8660714285714286,1.0447852760736196
Chamberí,2008,85-100,1624,4995,6619,83,6702,1607,4801,6408,112,6520,1.0105787181082764,1.040408248281608,1.0329275905118602,0.7410714285714286,1.0279141104294478
Chamberí,2009,85-100,1638,5090,6728,83,6811,1607,4801,6408,112,6520,1.0192906036092098,1.0601957925432202,1.0499375780274656,0.7410714285714286,1.0446319018404908
Chamberí,2010,85-100,1673,5202,6875,86,6961,1607,4801,6408,112,6520,1.0410703173615432,1.083524265777963,1.0728776529338326,0.7678571428571429,1.067638036809816
Chamberí,2011,85-100,1745,5310,7055,87,7142,1607,4801,6408,112,6520,1.0858742999377722,1.106019579254322,1.1009675405742823,0.7767857142857143,1.095398773006135
Chamberí,2012,85-100,1762,5333,7095,65,7160,1607,4801,6408,112,6520,1.0964530180460486,1.1108102478650281,1.1072097378277153,0.5803571428571429,1.098159509202454
Chamberí,2013,85-100,1807,5367,7174,69,7243,1607,4801,6408,112,6520,1.1244555071561917,1.1178921058112894,1.119538077403246,0.6160714285714286,1.1108895705521473
Chamberí,2014,85-100,1883,5426,7309,71,7380,1607,4801,6408,112,6520,1.1717485998755446,1.1301812122474484,1.140605493133583,0.6339285714285714,1.1319018404907975
Chamberí,2015,85-100,1913,5532,7445,67,7512,1607,4801,6408,112,6520,1.1904169259489732,1.1522599458446157,1.161828963795256,0.5982142857142857,1.1521472392638037
Chamberí,2016,85-100,1947,5521,7468,57,7525,1607,4801,6408,112,6520,1.2115743621655257,1.1499687565090606,1.16541822721598,0.5089285714285714,1.1541411042944785
Chamberí,2017,85-100,1954,5548,7502,72,7574,1607,4801,6408,112,6520,1.2159303049159926,1.1555925848781503,1.1707240948813982,0.6428571428571429,1.1616564417177915
Chamberí,2004,Total,56746,74908,131654,21352,153006,56746,74908,131654,21352,153006,1.0,1.0,1.0,1.0,1.0
Chamberí,2005,Total,56332,73902,130234,22790,153024,56746,74908,131654,21352,153006,0.9927043315828429,0.9865701927697976,0.989214152247558,1.0673473210940427,1.0001176424453944
Chamberí,2006,Total,55574,72704,128278,24491,152769,56746,74908,131654,21352,153006,0.9793465618722025,0.9705772414161371,0.9743570267519407,1.1470119895091795,0.9984510411356418
Chamberí,2007,Total,54101,71061,125162,20293,145455,56746,74908,131654,21352,153006,0.953388785112607,0.9486436695680034,0.9506889270360187,0.9504027725739977,0.9506489941570919
Chamberí,2008,Total,54418,71203,125621,20875,146496,56746,74908,131654,21352,153006,0.9589750819441017,0.9505393282426443,0.9541753383869841,0.9776601723491944,0.9574526489157288
Chamberí,2009,Total,54233,71142,125375,21310,146685,56746,74908,131654,21352,153006,0.9557149402601064,0.9497249959950873,0.9523068041988849,0.9980329711502436,0.9586878945923689
Chamberí,2010,Total,54077,70864,124941,20915,145856,56746,74908,131654,21352,153006,0.9529658478130617,0.9460137768996636,0.949010284533702,0.9795335331584863,0.9532698064128204
Chamberí,2011,Total,54083,70612,124695,20401,145096,56746,74908,131654,21352,153006,0.9530715821379481,0.9426496502376248,0.9471417503456029,0.9554608467590858,0.9483026809406168
Chamberí,2012,Total,53961,70185,124146,17922,142068,56746,74908,131654,21352,153006,0.9509216508652593,0.9369493245047258,0.9429717289258207,0.8393593106032222,0.9285126073487314
Chamberí,2013,Total,54142,70190,124332,17454,141786,56746,74908,131654,21352,153006,0.9541113029993303,0.9370160730496075,0.944384523068042,0.8174409891345074,0.9266695423708874
Chamberí,2014,Total,53796,69337,123133,16043,139176,56746,74908,131654,21352,153006,0.948013956930885,0.9256287712927859,0.9352773178179167,0.7513581865867366,0.9096113877887142
Chamberí,2015,Total,53702,69374,123076,14691,137767,56746,74908,131654,21352,153006,0.9463574525076658,0.9261227105249106,0.9348443647743327,0.6880385912326714,0.9004025985909049
Chamberí,2016,Total,54166,69481,123647,14406,138053,56746,74908,131654,21352,153006,0.9545342402988757,0.9275511293853794,0.9391814908776034,0.6746908954664669,0.9022718063343921
Chamberí,2017,Total,54268,69286,123554,14389,137943,56746,74908,131654,21352,153006,0.9563317238219434,0.9249479361349923,0.9384750938064927,0.6738947171225178,0.9015528802792048
Ciudad Lineal,2004,0-24,13862,13364,27226,7740,34966,13862,13364,27226,7740,34966,1.0,1.0,1.0,1.0,1.0
Ciudad Lineal,2005,0-24,13218,12852,26070,7777,33847,13862,13364,27226,7740,34966,0.9535420574231712,0.9616881173301407,0.9575405862043634,1.0047803617571058,0.9679974832694618
Ciudad Lineal,2006,0-24,12747,12360,25107,8058,33165,13862,13364,27226,7740,34966,0.9195642764391863,0.9248727925770728,0.9221699845735694,1.0410852713178294,0.9484928215981239
Ciudad Lineal,2007,0-24,12179,11847,24026,7257,31283,13862,13364,27226,7740,34966,0.8785889482037224,0.8864860820113738,0.88246529053111,0.9375968992248062,0.8946691071326431
Ciudad Lineal,2008,0-24,12161,11721,23882,8126,32008,13862,13364,27226,7740,34966,0.8772904342807676,0.8770577671355881,0.8771762286050099,1.0498708010335918,0.9154035348624378
Ciudad Lineal,2009,0-24,12035,11588,23623,8284,31907,13862,13364,27226,7740,34966,0.8682008368200836,0.8671056569889255,0.8676632630573716,1.0702842377260982,0.9125150145855975
Ciudad Lineal,2010,0-24,11972,11522,23494,7795,31289,13862,13364,27226,7740,34966,0.8636560380897418,0.862167015863514,0.862925145081907,1.0071059431524547,0.8948407023966138
Ciudad Lineal,2011,0-24,12043,11499,23542,6907,30449,13862,13364,27226,7740,34966,0.8687779541191747,0.8604459742592039,0.8646881657239404,0.8923772609819122,0.8708173654407139
Ciudad Lineal,2012,0-24,12152,11678,23830,5757,29587,13862,13364,27226,7740,34966,0.8766411773192901,0.8738401676144867,0.8752662895761405,0.743798449612403,0.8461648458502545
Ciudad Lineal,2013,0-24,12327,11677,24004,4968,28972,13862,13364,27226,7740,34966,0.8892656182369066,0.8737653397186471,0.8816572394035114,0.641860465116279,0.8285763312932563
Ciudad Lineal,2014,0-24,12284,11741,24025,4313,28338,13862,13364,27226,7740,34966,0.8861636127542923,0.8785543250523795,0.8824285609344009,0.557235142118863,0.8104444317336842
Ciudad Lineal,2015,0-24,12416,11851,24267,3908,28175,13862,13364,27226,7740,34966,0.8956860481892944,0.8867853935947321,0.8913171233379857,0.5049095607235142,0.8057827603958131
Ciudad Lineal,2016,0-24,12548,11985,24533,3880,28413,13862,13364,27226,7740,34966,0.9052084836242966,0.8968123316372344,0.9010871960625872,0.5012919896640827,0.8125893725333181
Ciudad Lineal,2017,0-24,12567,12107,24674,3829,28503,13862,13364,27226,7740,34966,0.9065791372096379,0.9059413349296618,0.9062660691985602,0.494702842377261,0.8151633014928787
Ciudad Lineal,2004,25-39,23318,23603,46921,15473,62394,23318,23603,46921,15473,62394,1.0,1.0,1.0,1.0,1.0
Ciudad Lineal,2005,25-39,22034,22173,44207,16949,61156,23318,23603,46921,15473,62394,0.9449352431597907,0.9394144812100157,0.9421580955222608,1.0953919731144575,0.9801583485591563
Ciudad Lineal,2006,25-39,20757,20859,41616,18595,60211,23318,23603,46921,15473,62394,0.8901706835920747,0.8837435919162818,0.8869376185503293,1.2017708266011762,0.9650126614738597
Ciudad Lineal,2007,25-39,19092,19230,38322,17496,55818,23318,23603,46921,15473,62394,0.8187666180632988,0.8147269414904885,0.8167345111996761,1.1307438764299103,0.8946052505048563
Ciudad Lineal,2008,25-39,18793,19001,37794,18582,56376,23318,23603,46921,15473,62394,0.8059439059953684,0.8050247849849596,0.805481554101575,1.2009306533962385,0.9035484181171266
Ciudad Lineal,2009,25-39,18262,18475,36737,19235,55972,23318,23603,46921,15473,62394,0.7831717986105154,0.7827394822692031,0.7829543274866264,1.2431331997673367,0.8970734365483861
Ciudad Lineal,2010,25-39,17797,18025,35822,19002,54824,23318,23603,46921,15473,62394,0.7632301226520285,0.7636741092234038,0.7634534643336672,1.2280747107865313,0.8786742314966183
Ciudad Lineal,2011,25-39,17256,17530,34786,18172,52958,23318,23603,46921,15473,62394,0.7400291620207565,0.7427021988730246,0.7413737985123932,1.174432883086667,0.8487675096964452
Ciudad Lineal,2012,25-39,16872,17056,33928,16343,50271,23318,23603,46921,15473,62394,0.723561197358264,0.7226200059314494,0.723087743227979,1.0562269760227494,0.80570247139148
Ciudad Lineal,2013,25-39,16528,16817,33345,14507,47852,23318,23603,46921,15473,62394,0.7088086456814479,0.7124941744693472,0.7106626030988257,0.9375686680023266,0.7669327178895406
Ciudad Lineal,2014,25-39,16117,16394,32511,12416,44927,23318,23603,46921,15473,62394,0.6911827772536238,0.6945727238062958,0.6928880458643252,0.8024300394235119,0.7200532102445748
Ciudad Lineal,2015,25-39,15980,16208,32188,10907,43095,23318,23603,46921,15473,62394,0.6853074877776825,0.6866923696140321,0.6860041346092368,0.7049053189426744,0.6906914126358303
Ciudad Lineal,2016,25-39,15702,15937,31639,10802,42441,23318,23603,46921,15473,62394,0.6733853675272322,0.6752107782908953,0.6743036167174613,0.6981193045951012,0.6802096355418791
Ciudad Lineal,2017,25-39,15290,15757,31047,10757,41804,23318,23603,46921,15473,62394,0.6557166137747663,0.6675846290725755,0.6616866648195904,0.6952110127318555,0.670000320543642
Ciudad Lineal,2004,40-64,28721,34742,63463,7330,70793,28721,34742,63463,7330,70793,1.0,1.0,1.0,1.0,1.0
Ciudad Lineal,2005,40-64,28994,35097,64091,8314,72405,28721,34742,63463,7330,70793,1.0095052400682427,1.0102181797248286,1.0098955296787104,1.1342428376534788,1.0227706129137062
Ciudad Lineal,2006,40-64,28801,34823,63624,9689,73313,28721,34742,63463,7330,70793,1.0027854183350162,1.0023314719935525,1.0025369112711344,1.3218281036834925,1.0355967397906574
Ciudad Lineal,2007,40-64,28747,34721,63468,9325,72793,28721,34742,63463,7330,70793,1.0009052609588802,0.9993955442979678,1.000078786064321,1.2721691678035472,1.028251380786236
Ciudad Lineal,2008,40-64,28834,34917,63751,9818,73569,28721,34742,63463,7330,70793,1.0039344033982103,1.0050371308502677,1.0045380773048862,1.3394270122783083,1.0392129165312955
