district,year,age_range,spanish_men,spanish_women,spanish_total,foreign_total,total,spanish_men_ref,spanish_women_ref,spanish_total_ref,foreign_total_ref,total_ref,spanish_men_ratio,spanish_women_ratio,spanish_total_ratio,foreign_total_ratio,total_ratio
Ciudad Lineal,2009,40-64,28987,35174,64161,10439,74600,28721,34742,63463,7330,70793,1.0092615159639289,1.0124345172989466,1.0109985345792036,1.4241473396998636,1.0537765033266
Ciudad Lineal,2010,40-64,29278,35327,64605,10851,75456,28721,34742,63463,7330,70793,1.0193934751575502,1.0168384088423235,1.0179947370909033,1.4803547066848568,1.0658680943031091
Ciudad Lineal,2011,40-64,29399,35352,64751,10878,75629,28721,34742,63463,7330,70793,1.0236064203892623,1.0175579989637902,1.020295290169075,1.4840381991814462,1.0683118387411186
Ciudad Lineal,2012,40-64,29664,35737,65401,10068,75469,28721,34742,63463,7330,70793,1.0328331186240034,1.0286396868343792,1.0305374785307975,1.3735334242837653,1.0660517282782196
Ciudad Lineal,2013,40-64,29872,36074,65946,9329,75275,28721,34742,63463,7330,70793,1.0400752062950454,1.0383397616717518,1.0391251595417803,1.2727148703956344,1.0633113443419546
Ciudad Lineal,2014,40-64,29843,36095,65938,8628,74566,28721,34742,63463,7330,70793,1.039065492148602,1.038944217373784,1.0389991018388667,1.177080491132333,1.053296229853234
Ciudad Lineal,2015,40-64,30041,36338,66379,8025,74404,28721,34742,63463,7330,70793,1.0459594025277672,1.0459386333544414,1.045948032711974,1.0948158253751705,1.051007868009549
Ciudad Lineal,2016,40-64,30360,36686,67046,8496,75542,28721,34742,63463,7330,70793,1.0570662581386443,1.0559553278452594,1.0564580936923877,1.1590723055934515,1.0670829036769172
Ciudad Lineal,2017,40-64,30534,36912,67446,8787,76233,28721,34742,63463,7330,70793,1.0631245430173044,1.0624604225433194,1.0627609788380632,1.1987721691678035,1.0768437557385617
Ciudad Lineal,2004,65-84,17064,24746,41810,734,42544,17064,24746,41810,734,42544,1.0,1.0,1.0,1.0,1.0
Ciudad Lineal,2005,65-84,16778,24542,41320,842,42162,17064,24746,41810,734,42544,0.9832395686826066,0.9917562434332822,0.988280315713944,1.1471389645776566,0.9910210605490786
Ciudad Lineal,2006,65-84,16883,24835,41718,954,42672,17064,24746,41810,734,42544,0.9893928738865447,1.0035965408550878,0.9977995694809854,1.2997275204359673,1.0030086498683715
Ciudad Lineal,2007,65-84,16754,24713,41467,731,42198,17064,24746,41810,734,42544,0.9818330989217066,0.9986664511436192,0.9917962209997608,0.9959128065395095,0.9918672433245581
Ciudad Lineal,2008,65-84,16527,24503,41030,693,41723,17064,24746,41810,734,42544,0.9685302390998594,0.9901802311484684,0.9813441760344416,0.944141689373297,0.980702331703648
Ciudad Lineal,2009,65-84,16516,24590,41106,727,41833,17064,24746,41810,734,42544,0.9678856071261135,0.9936959508607451,0.9831619229849319,0.9904632152588556,0.9832878901842798
Ciudad Lineal,2010,65-84,16473,24713,41186,757,41943,17064,24746,41810,734,42544,0.965365682137834,0.9986664511436192,0.9850753408275532,1.0313351498637602,0.9858734486649117
Ciudad Lineal,2011,65-84,16415,24693,41108,766,41874,17064,24746,41810,734,42544,0.961966713548992,0.9978582397155096,0.9832097584309973,1.0435967302452316,0.9842515983452426
Ciudad Lineal,2012,65-84,16337,24671,41008,697,41705,17064,24746,41810,734,42544,0.9573956868260666,0.996969207144589,0.9808179861277206,0.9495912806539509,0.9802792403159082
Ciudad Lineal,2013,65-84,16214,24565,40779,702,41481,17064,24746,41810,734,42544,0.9501875293014533,0.9926856865756082,0.9753408275532169,0.9564032697547684,0.975014103046258
Ciudad Lineal,2014,65-84,16125,24332,40457,707,41164,17064,24746,41810,734,42544,0.944971870604782,0.9832700234381314,0.9676393207366659,0.9632152588555858,0.967562993606619
Ciudad Lineal,2015,65-84,15987,24145,40132,682,40814,17064,24746,41810,734,42544,0.9368846694796061,0.9757132465853067,0.9598660607510165,0.9291553133514986,0.9593362166227906
Ciudad Lineal,2016,65-84,15750,23772,39522,819,40341,17064,24746,41810,734,42544,0.9229957805907173,0.9606401034510628,0.9452762497010284,1.1158038147138964,0.9482183151560737
Ciudad Lineal,2017,65-84,15555,23430,38985,930,39915,17064,24746,41810,734,42544,0.9115682137834037,0.9468196880303887,0.9324324324324325,1.2670299727520435,0.9382051523128996
Ciudad Lineal,2004,85-100,1374,3484,4858,62,4920,1374,3484,4858,62,4920,1.0,1.0,1.0,1.0,1.0
Ciudad Lineal,2005,85-100,1383,3549,4932,74,5006,1374,3484,4858,62,4920,1.0065502183406114,1.0186567164179106,1.015232606010704,1.1935483870967742,1.017479674796748
Ciudad Lineal,2006,85-100,1419,3684,5103,79,5182,1374,3484,4858,62,4920,1.0327510917030567,1.0574052812858783,1.0504322766570606,1.2741935483870968,1.0532520325203252
Ciudad Lineal,2007,85-100,1681,4193,5874,62,5936,1374,3484,4858,62,4920,1.2234352256186318,1.2035017221584385,1.2091395636064224,1.0,1.2065040650406504
Ciudad Lineal,2008,85-100,1663,4183,5846,58,5904,1374,3484,4858,62,4920,1.210334788937409,1.2006314580941446,1.2033758748456156,0.9354838709677419,1.2
Ciudad Lineal,2009,85-100,1788,4370,6158,68,6226,1374,3484,4858,62,4920,1.3013100436681222,1.254305396096441,1.2675998353231783,1.096774193548387,1.2654471544715447
Ciudad Lineal,2010,85-100,1952,4583,6535,64,6599,1374,3484,4858,62,4920,1.420669577874818,1.3154420206659012,1.3452037875669,1.032258064516129,1.341260162601626
Ciudad Lineal,2011,85-100,2089,4830,6919,69,6988,1374,3484,4858,62,4920,1.5203784570596797,1.386337543053961,1.4242486620008235,1.1129032258064515,1.4203252032520326
Ciudad Lineal,2012,85-100,2220,5021,7241,67,7308,1374,3484,4858,62,4920,1.6157205240174672,1.4411595866819746,1.4905310827501028,1.0806451612903225,1.4853658536585366
Ciudad Lineal,2013,85-100,2399,5228,7627,67,7694,1374,3484,4858,62,4920,1.7459970887918486,1.5005740528128588,1.5699876492383698,1.0806451612903225,1.563821138211382
Ciudad Lineal,2014,85-100,2612,5581,8193,60,8253,1374,3484,4858,62,4920,1.901018922852984,1.601894374282434,1.686496500617538,0.967741935483871,1.677439024390244
Ciudad Lineal,2015,85-100,2791,5830,8621,60,8681,1374,3484,4858,62,4920,2.0312954876273652,1.6733639494833525,1.7745986002470153,0.967741935483871,1.764430894308943
Ciudad Lineal,2016,85-100,2948,6234,9182,64,9246,1374,3484,4858,62,4920,2.1455604075691412,1.7893226176808266,1.8900782214903253,1.032258064516129,1.8792682926829267
Ciudad Lineal,2017,85-100,3121,6519,9640,69,9709,1374,3484,4858,62,4920,2.2714701601164484,1.8711251435132032,1.9843557019349527,1.1129032258064515,1.9733739837398374
Ciudad Lineal,2004,Total,92559,107681,200240,34836,235076,92559,107681,200240,34836,235076,1.0,1.0,1.0,1.0,1.0
Ciudad Lineal,2005,Total,90705,105947,196652,37569,234221,92559,107681,200240,34836,235076,0.979969532946553,0.9838968806010345,0.9820815021973631,1.0784533241474337,0.9963628783882659
Ciudad Lineal,2006,Total,88971,104366,193337,41055,234392,92559,107681,200240,34836,235076,0.9612355362525524,0.9692146246784484,0.9655263683579705,1.1785222183947641,0.9970903027106127
Ciudad Lineal,2007,Total,86553,102259,188812,37859,226671,92559,107681,200240,34836,235076,0.9351116585097073,0.9496475701377216,0.9429284858170196,1.0867780456998508,0.9642456056764621
Ciudad Lineal,2008,Total,86294,102134,188428,40437,228865,92559,107681,200240,34836,235076,0.9323134433172355,0.9484867339642091,0.9410107870555333,1.1607819497071994,0.9735787575082101
Ciudad Lineal,2009,Total,86058,102273,188331,41923,230254,92559,107681,200240,34836,235076,0.9297637182769909,0.949777583789155,0.9405263683579704,1.20343897117924,0.9794874848985009
Ciudad Lineal,2010,Total,85983,102260,188243,41494,229737,92559,107681,200240,34836,235076,0.9289534243023368,0.9496568568271097,0.9400868957251298,1.1911241244689401,0.9772881961578384
Ciudad Lineal,2011,Total,85713,101927,187640,39689,227329,92559,107681,200240,34836,235076,0.9260363659935825,0.9465643892608724,0.9370755093887335,1.139309909289241,0.9670447004373054
Ciudad Lineal,2012,Total,85619,102034,187653,35670,223323,92559,107681,200240,34836,235076,0.9250207975453495,0.9475580650253991,0.9371404314822214,1.023940750947296,0.9500034031547244
Ciudad Lineal,2013,Total,85520,102112,187632,32198,219830,92559,107681,200240,34836,235076,0.9239512094988062,0.9482824267976709,0.9370355573312026,0.9242737398093925,0.9351443788391839
Ciudad Lineal,2014,Total,84892,101581,186473,28501,214974,92559,107681,200240,34836,235076,0.9171663479510367,0.9433511947325898,0.9312475029964044,0.8181478929842692,0.9144872296618966
Ciudad Lineal,2015,Total,84888,101675,186563,25701,212264,92559,107681,200240,34836,235076,0.9171231322723884,0.9442241435350712,0.9316969636436276,0.7377712710988632,0.9029590430328915
Ciudad Lineal,2016,Total,84957,101883,186840,26208,213048,92559,107681,200240,34836,235076,0.9178686027290701,0.946155774927796,0.9330803036356372,0.7523251808473992,0.9062941346628325
Ciudad Lineal,2017,Total,84614,101947,186561,26572,213133,92559,107681,200240,34836,235076,0.9141628582849858,0.9467501230486344,0.9316869756292449,0.762774141692502,0.9066557198523031
Fuencarral - El Pardo,2004,0-24,16480,15851,32331,3764,36095,16480,15851,32331,3764,36095,1.0,1.0,1.0,1.0,1.0
Fuencarral - El Pardo,2005,0-24,15455,14964,30419,3909,34328,16480,15851,32331,3764,36095,0.9378033980582524,0.9440413854015519,0.9408617116699143,1.0385228480340063,0.9510458512259315
Fuencarral - El Pardo,2006,0-24,14898,14390,29288,4164,33452,16480,15851,32331,3764,36095,0.9040048543689321,0.9078291590435935,0.9058798057591785,1.106269925611052,0.9267765618506718
Fuencarral - El Pardo,2007,0-24,14282,13794,28076,3594,31670,16480,15851,32331,3764,36095,0.866626213592233,0.8702290076335878,0.8683925644118647,0.9548352816153028,0.8774068430530544
Fuencarral - El Pardo,2008,0-24,14238,13779,28017,4304,32321,16480,15851,32331,3764,36095,0.8639563106796116,0.8692826950981011,0.8665676904518883,1.1434643995749203,0.8954425820750797
Fuencarral - El Pardo,2009,0-24,14009,13644,27653,4483,32136,16480,15851,32331,3764,36095,0.8500606796116504,0.8607658822787206,0.8553091460208468,1.191020191285866,0.8903172184513091
Fuencarral - El Pardo,2010,0-24,13829,13405,27234,4262,31496,16480,15851,32331,3764,36095,0.8391383495145631,0.8456879692132988,0.8423494478983019,1.1323060573857597,0.8725862307798864
Fuencarral - El Pardo,2011,0-24,13731,13318,27049,3953,31002,16480,15851,32331,3764,36095,0.8331917475728156,0.8401993565074759,0.8366273854814265,1.050212539851222,0.8589001246710071
Fuencarral - El Pardo,2012,0-24,13818,13385,27203,3328,30531,16480,15851,32331,3764,36095,0.8384708737864077,0.8444262191659833,0.8413906158176363,0.8841657810839533,0.8458512259315695
Fuencarral - El Pardo,2013,0-24,13807,13436,27243,3051,30294,16480,15851,32331,3764,36095,0.8378033980582524,0.8476436817866381,0.8426278185023661,0.8105738575982997,0.8392852195594958
Fuencarral - El Pardo,2014,0-24,13898,13441,27339,2716,30055,16480,15851,32331,3764,36095,0.8433252427184466,0.847959119298467,0.8455971049457177,0.7215727948990436,0.8326638038509488
Fuencarral - El Pardo,2015,0-24,13974,13595,27569,2421,29990,16480,15851,32331,3764,36095,0.8479368932038835,0.8576745946627973,0.8527110203829142,0.6431987247608927,0.83086300041557
Fuencarral - El Pardo,2016,0-24,14263,13894,28157,2408,30565,16480,15851,32331,3764,36095,0.8654733009708738,0.876537757870166,0.8708978998484427,0.6397449521785334,0.8467931846516138
Fuencarral - El Pardo,2017,0-24,14717,14201,28918,2507,31425,16480,15851,32331,3764,36095,0.8930218446601942,0.8959056210964608,0.8944356809254276,0.6660467587672688,0.8706191993350879
Fuencarral - El Pardo,2004,25-39,22644,22411,45055,7309,52364,22644,22411,45055,7309,52364,1.0,1.0,1.0,1.0,1.0
Fuencarral - El Pardo,2005,25-39,22046,21667,43713,7960,51673,22644,22411,45055,7309,52364,0.9735912382971207,0.9668020168667172,0.9702141826656309,1.0890682719934328,0.9868039110839508
Fuencarral - El Pardo,2006,25-39,21918,21472,43390,8958,52348,22644,22411,45055,7309,52364,0.9679385267620562,0.958100932577752,0.963045167018089,1.225612258858941,0.9996944465663433
Fuencarral - El Pardo,2007,25-39,22537,21927,44464,8745,53209,22644,22411,45055,7309,52364,0.995274686451157,0.9784034625853375,0.9868826989235379,1.196470105349569,1.016137040714995
Fuencarral - El Pardo,2008,25-39,23399,23035,46434,10006,56440,22644,22411,45055,7309,52364,1.033342165695107,1.0278434697246888,1.0306070358450783,1.3689971268299357,1.0778397372240471
Fuencarral - El Pardo,2009,25-39,23788,23594,47382,11074,58456,22644,22411,45055,7309,52364,1.0505211093446387,1.0527865780197225,1.0516479857951393,1.5151183472431249,1.1163394698647926
Fuencarral - El Pardo,2010,25-39,23878,23991,47869,11347,59216,22644,22411,45055,7309,52364,1.054495672142731,1.0705010932131542,1.0624569970036621,1.5524695580790806,1.1308532579634865
Fuencarral - El Pardo,2011,25-39,23807,24085,47892,11296,59188,22644,22411,45055,7309,52364,1.0513601837131248,1.0746954620498863,1.0629674841859948,1.5454918593514844,1.1303185394545872
Fuencarral - El Pardo,2012,25-39,23418,23897,47315,10337,57652,22644,22411,45055,7309,52364,1.034181240063593,1.0663067243764224,1.0501609144379092,1.4142837597482556,1.100985409823543
Fuencarral - El Pardo,2013,25-39,23026,23480,46506,9416,55922,22644,22411,45055,7309,52364,1.016869810987458,1.0476997902815581,1.0322050826767284,1.2882747297851964,1.067947444809411
Fuencarral - El Pardo,2014,25-39,22119,22703,44822,8122,52944,22644,22411,45055,7309,52364,0.9768150503444621,1.013029315960912,0.9948285428920208,1.1112327267752087,1.0110763119700559
Fuencarral - El Pardo,2015,25-39,21478,22058,43536,7159,50695,22644,22411,45055,7309,52364,0.9485073308602721,0.9842488063897193,0.9662856508711575,0.9794773566835409,0.9681269574516843
Fuencarral - El Pardo,2016,25-39,20822,21268,42090,6995,49085,22644,22411,45055,7309,52364,0.9195371842430666,0.9489982597831422,0.9341915436688492,0.9570392666575455,0.9373806431899778
Fuencarral - El Pardo,2017,25-39,20230,20519,40749,7124,47873,22644,22411,45055,7309,52364,0.8933933933933934,0.9155771719245014,0.9044279214293641,0.9746887399097004,0.914234970590482
Fuencarral - El Pardo,2004,40-64,30680,35787,66467,4300,70767,30680,35787,66467,4300,70767,1.0,1.0,1.0,1.0,1.0
Fuencarral - El Pardo,2005,40-64,30733,35915,66648,4880,71528,30680,35787,66467,4300,70767,1.0017275097783573,1.003576717802554,1.002723155851776,1.1348837209302325,1.010753599841734
Fuencarral - El Pardo,2006,40-64,30622,35940,66562,5571,72133,30680,35787,66467,4300,70767,0.998109517601043,1.0042752954983654,1.0014292806956835,1.2955813953488373,1.0193027823703138
Fuencarral - El Pardo,2007,40-64,30948,36386,67334,5162,72496,30680,35787,66467,4300,70767,1.008735332464146,1.0167379215916394,1.013044066980607,1.2004651162790698,1.0244322918874618
Fuencarral - El Pardo,2008,40-64,31397,36797,68194,5669,73863,30680,35787,66467,4300,70767,1.0233702737940027,1.0282225389107778,1.0259828185415318,1.3183720930232559,1.043749205137988
Fuencarral - El Pardo,2009,40-64,31631,37188,68819,6200,75019,30680,35787,66467,4300,70767,1.0309973924380704,1.0391482940732668,1.0353859810131343,1.441860465116279,1.060084502663671
Fuencarral - El Pardo,2010,40-64,31880,37429,69309,6512,75821,30680,35787,66467,4300,70767,1.0391134289439374,1.045882583060888,1.0427580603908706,1.5144186046511627,1.0714174685941187
Fuencarral - El Pardo,2011,40-64,32105,37459,69564,6610,76174,30680,35787,66467,4300,70767,1.0464471968709257,1.0467208762958615,1.0465945506792844,1.5372093023255815,1.0764056693091413
Fuencarral - El Pardo,2012,40-64,32479,37705,70184,6192,76376,30680,35787,66467,4300,70767,1.058637548891786,1.0535948808226452,1.055922487851114,1.44,1.079260107112072
Fuencarral - El Pardo,2013,40-64,32922,38112,71034,5815,76849,30680,35787,66467,4300,70767,1.073076923076923,1.0649677257104535,1.0687107888124934,1.3523255813953488,1.085944013452598
Fuencarral - El Pardo,2014,40-64,33436,38122,71558,5455,77013,30680,35787,66467,4300,70767,1.0898305084745763,1.065247156788778,1.076594400228685,1.2686046511627906,1.0882614778074526
Fuencarral - El Pardo,2015,40-64,34071,38709,72780,5100,77880,30680,35787,66467,4300,70767,1.110528031290743,1.081649761086428,1.094979463493162,1.186046511627907,1.1005129509517149
Fuencarral - El Pardo,2016,40-64,34830,39498,74328,5317,79645,30680,35787,66467,4300,70767,1.1352672750977835,1.1036968731662335,1.118269216302827,1.2365116279069768,1.1254539545268274
Fuencarral - El Pardo,2017,40-64,35608,40247,75855,5649,81504,30680,35787,66467,4300,70767,1.160625814863103,1.1246262609327409,1.141243022853446,1.313720930232558,1.151723260841918
Fuencarral - El Pardo,2004,65-84,12662,16728,29390,571,29961,12662,16728,29390,571,29961,1.0,1.0,1.0,1.0,1.0
Fuencarral - El Pardo,2005,65-84,12662,16878,29540,624,30164,12662,16728,29390,571,29961,1.0,1.0089670014347203,1.005103776794828,1.0928196147110332,1.0067754747838857
Fuencarral - El Pardo,2006,65-84,13214,17390,30604,703,31307,12662,16728,29390,571,29961,1.043595008687411,1.0395743663318986,1.041306566859476,1.2311733800350262,1.0449250692567005
Fuencarral - El Pardo,2007,65-84,13834,17984,31818,569,32387,12662,16728,29390,571,29961,1.0925604169957353,1.0750836920133908,1.082613133718952,0.9964973730297724,1.0809719301758953
Fuencarral - El Pardo,2008,65-84,13962,18195,32157,570,32727,12662,16728,29390,571,29961,1.1026694045174539,1.0876972740315638,1.0941476692752636,0.9982486865148862,1.092320016020827
Fuencarral - El Pardo,2009,65-84,14437,18807,33244,595,33839,12662,16728,29390,571,29961,1.140183225398831,1.1242826398852224,1.131133038448452,1.042031523642732,1.1294349320783685
Fuencarral - El Pardo,2010,65-84,14987,19398,34385,615,35000,12662,16728,29390,571,29961,1.1836202811562155,1.1596126255380201,1.169955767267778,1.0770577933450087,1.1681853075665032
Fuencarral - El Pardo,2011,65-84,15615,20052,35667,617,36284,12662,16728,29390,571,29961,1.233217501184647,1.1987087517934003,1.2135760462742429,1.0805604203152364,1.2110410199926571
Fuencarral - El Pardo,2012,65-84,16140,20649,36789,579,37368,12662,16728,29390,571,29961,1.2746801453166956,1.2343974175035868,1.2517522966995576,1.0140105078809107,1.2472213878041454
Fuencarral - El Pardo,2013,65-84,16637,21291,37928,627,38555,12662,16728,29390,571,29961,1.3139314484283684,1.2727761836441893,1.2905069751616196,1.0980735551663747,1.2868395580921865
